count,city,number_of_veterans,male_population,foreign_born,average_household_size,median_age,state,race,total_population,state_code,female_population
251155,Arlington,17050,191060,79271,2.89,32.6,Texas,White,388122,TX,197062
139301,Winston-Salem,14521,112520,24302,2.47,34.7,North Carolina,White,241232,NC,128712
15138,Lincoln,14694,138544,22958,2.4,32.3,Nebraska,Asian,277346,NE,138802
12265,Renton,5032,52779,28962,2.5700000000000003,36.3,Washington,Black or African-American,100247,WA,47468
10029,Pine Hills,2594,35344,20735,3.3,29.2,Florida,White,76081,FL,40737
11963,Gainesville,4788,60803,15272,2.33,26.0,Florida,Asian,130133,FL,69330
105063,Sacramento,19698,237724,112579,2.73,33.7,California,Asian,490715,CA,252991
14984,Simi Valley,6063,63243,23260,3.13,39.0,California,Asian,126766,CA,63523
23743,Wilmington,3063,32680,3336,2.45,36.4,Delaware,White,71957,DE,39277
139567,Jackson,8146,79039,1789,2.65,31.7,Mississippi,Black or African-American,170811,MS,91772
1415,Winston-Salem,14521,112520,24302,2.47,34.7,North Carolina,American Indian and Alaska Native,241232,NC,128712
25767,Lawton,11572,51099,6123,2.719999999999999,31.1,Oklahoma,Black or African-American,96659,OK,45560
17190,Aurora,4988,101964,50980,3.3,31.7,Illinois,Asian,203715,IL,101751
328786,Washington,25963,319705,95117,2.24,33.8,District of Columbia,Black or African-American,672228,DC,352523
5136,O'Fallon,5783,41762,3269,2.77,36.0,Missouri,Black or African-American,85032,MO,43270
1709,Decatur,5291,34646,1224,2.23,40.4,Illinois,Hispanic or Latino,72856,IL,38210
3488,Salt Lake City,6829,98364,32166,2.38,32.1,Utah,American Indian and Alaska Native,192660,UT,94296
1788,South Bend,3708,50483,8779,2.719999999999999,32.4,Indiana,Asian,103757,IN,53274
27261,Anchorage,27492,152945,33258,2.77,32.2,Alaska,Hispanic or Latino,298695,AK,145750
12341,Auburn,5401,36837,14842,2.73,37.1,Washington,Asian,76580,WA,39743
50115,Hawthorne,2123,43682,32107,2.969999999999999,33.7,California,Hispanic or Latino,88444,CA,44762
47154,Henderson,25045,139412,35666,2.55,42.5,Nevada,Hispanic or Latino,285658,NV,146246
16419,Arvada,8930,54870,4921,2.49,41.0,Colorado,Hispanic or Latino,115035,CO,60165
9663,Santa Monica,2008,46732,24448,2.0,40.6,California,Black or African-American,93219,CA,46487
52205,Framingham,2625,35442,19070,2.49,40.3,Massachusetts,White,71210,MA,35768
71200,Bloomington,2368,40588,10033,2.33,23.5,Indiana,White,83815,IN,43227
82915,Lee's Summit,6624,48353,3803,2.68,36.8,Missouri,White,95068,MO,46715
37355,Greenville,4283,39897,4183,2.4,26.2,North Carolina,Black or African-American,90588,NC,50691
9238,Minneapolis,15217,206547,70769,2.26,32.4,Minnesota,American Indian and Alaska Native,410935,MN,204388
59722,Portland,3666,31480,9229,2.13,40.3,Maine,White,66872,ME,35392
1554,Jurupa Valley,3833,49430,25338,3.87,33.8,California,American Indian and Alaska Native,100314,CA,50884
65228,Kennewick,5158,38492,8376,2.7800000000000002,32.0,Washington,White,78903,WA,40411
8949,Fayetteville,28089,101051,12863,2.5,30.7,North Carolina,Asian,201965,NC,100914
2253,Pittsburg,2109,33309,21043,3.15,34.5,California,American Indian and Alaska Native,69427,CA,36118
30591,Florence-Graham,416,34186,28696,4.57,30.2,California,White,66359,CA,32173
23168,Santa Clarita,8537,90192,40666,3.02,38.1,California,Asian,182367,CA,92175
2776,Lafayette,5206,64018,5396,2.54,31.7,Louisiana,Asian,127661,LA,63643
40030,Chino Hills,3358,39639,24764,3.05,41.9,California,White,78313,CA,38674
7966,New Haven,2567,63765,25871,2.48,29.9,Connecticut,Asian,130310,CT,66545
313,Farmington Hills,3650,37527,18033,2.41,42.1,Michigan,American Indian and Alaska Native,81332,MI,43805
740,Gainesville,4788,60803,15272,2.33,26.0,Florida,American Indian and Alaska Native,130133,FL,69330
2441,Atascocita,4416,37424,8657,3.03,32.8,Texas,Asian,78240,TX,40816
594,Roanoke,6567,47252,7346,2.35,36.9,Virginia,American Indian and Alaska Native,99897,VA,52645
22457,Orange,3993,67337,34550,3.14,35.0,California,Asian,140995,CA,73658
58907,West Covina,3800,51629,37038,3.56,39.8,California,Hispanic or Latino,108489,CA,56860
17866,Fort Myers,4312,36850,15365,2.45,37.3,Florida,Hispanic or Latino,74015,FL,37165
37651,Santa Ana,4735,167503,152999,4.58,30.8,California,Asian,335423,CA,167920
57054,Yuma,7182,48298,19326,2.64,33.4,Arizona,Hispanic or Latino,94145,AZ,45847
618,South Gate,724,47758,40571,3.969999999999999,32.5,California,American Indian and Alaska Native,96399,CA,48641
864,Jackson,8146,79039,1789,2.65,31.7,Mississippi,Asian,170811,MS,91772
7034,Thornton,7261,65482,17949,2.969999999999999,33.1,Colorado,Asian,133459,CO,67977
34473,El Paso,47693,332797,159709,3.03,33.1,Texas,Black or African-American,681136,TX,348339
145055,Knoxville,10897,89978,10285,2.21,33.1,Tennessee,White,185312,TN,95334
1422,Springdale,3397,36840,19969,3.04,31.8,Arkansas,Asian,80454,AR,43614
39862,Lafayette,5206,64018,5396,2.54,31.7,Louisiana,Black or African-American,127661,LA,63643
322570,Dallas,41026,639019,326825,2.59,32.6,Texas,Black or African-American,1300082,TX,661063
50630,Atascocita,4416,37424,8657,3.03,32.8,Texas,White,78240,TX,40816
12215,Bellevue,5382,70763,54654,2.43,37.4,Washington,Hispanic or Latino,139814,WA,69051
29011,Redwood City,2430,42676,27652,2.64,37.1,California,Hispanic or Latino,85300,CA,42624
1165,Brownsville,4211,87689,53301,3.48,30.6,Texas,American Indian and Alaska Native,183888,TX,96199
53765,Hesperia,3739,43588,16667,3.52,29.4,California,Hispanic or Latino,93286,CA,49698
633,Charleston,9368,63956,5767,2.4,35.0,South Carolina,American Indian and Alaska Native,135524,SC,71568
7310,Lowell,3764,54422,33414,2.8,33.4,Massachusetts,Black or African-American,110720,MA,56298
33469,Sugar Land,4377,43889,31169,2.95,42.1,Texas,Asian,88129,TX,44240
261,Tuscaloosa,3647,47293,4706,2.67,29.1,Alabama,American Indian and Alaska Native,98338,AL,51045
64719,Bismarck,4145,34675,2064,2.11,38.0,North Dakota,White,70240,ND,35565
573,Southfield,4035,31369,4011,2.27,41.6,Michigan,Hispanic or Latino,73177,MI,41808
1949,Bellevue,5382,70763,54654,2.43,37.4,Washington,American Indian and Alaska Native,139814,WA,69051
6653,Gastonia,3537,35527,5715,2.67,36.9,North Carolina,Hispanic or Latino,74550,NC,39023
12545,Schaumburg,2019,35971,24614,2.719999999999999,36.9,Illinois,Hispanic or Latino,75811,IL,39840
60767,Apple Valley,5714,32873,5801,3.03,34.3,California,White,72185,CA,39312
104260,Detroit,29511,319265,39861,2.6,34.8,Michigan,White,677124,MI,357859
106944,Odessa,5509,61119,15845,2.92,31.2,Texas,White,118980,TX,57861
10831,Walnut Creek,4977,31994,13624,2.22,47.6,California,Asian,68906,CA,36912
9081,Fall River,4143,43314,14775,2.21,39.3,Massachusetts,Hispanic or Latino,88770,MA,45456
16388,Lorain,4905,30844,1531,2.52,35.6,Ohio,Black or African-American,63651,OH,32807
21138,Delray Beach,4232,32219,16639,2.35,47.9,Florida,Black or African-American,66261,FL,34042
7198,Camarillo,4384,31941,9735,2.77,40.8,California,Asian,67623,CA,35682
39660,Tustin,2434,39511,25034,3.27,33.4,California,White,80563,CA,41052
54665,Saint Paul,10548,149547,56514,2.58,31.5,Minnesota,Black or African-American,300840,MN,151293
4409,Greenville,4283,39897,4183,2.4,26.2,North Carolina,Hispanic or Latino,90588,NC,50691
56169,Vallejo,8103,58379,30592,2.83,37.8,California,White,121269,CA,62890
2409,Spring Hill,9737,48295,7893,2.58,45.1,Florida,Asian,103197,FL,54902
10764,Bellflower,2154,38936,24607,3.58,33.4,California,Asian,78434,CA,39498
81072,Hillsboro,6625,50926,19531,2.68,35.3,Oregon,White,102360,OR,51434
2766,Chico,4519,46168,8425,2.5,29.9,California,American Indian and Alaska Native,90336,CA,44168
32912,Gainesville,4788,60803,15272,2.33,26.0,Florida,Black or African-American,130133,FL,69330
82378,Bellevue,5382,70763,54654,2.43,37.4,Washington,White,139814,WA,69051
8086,Centennial,7226,53222,9501,2.66,42.4,Colorado,Hispanic or Latino,109726,CO,56504
2960,Irving,6207,117189,86756,2.7800000000000002,32.3,Texas,American Indian and Alaska Native,236617,TX,119428
53459,Fullerton,5394,69549,43404,2.969999999999999,34.5,California,Hispanic or Latino,140849,CA,71300
9051,Corpus Christi,25078,160488,30834,2.69,35.0,Texas,Asian,324082,TX,163594
8546,Bridgeport,4646,71509,44475,2.86,34.1,Connecticut,Asian,147619,CT,76110
16920,Roswell,3325,48637,16501,2.7,38.8,Georgia,Hispanic or Latino,94496,GA,45859
33759,Oklahoma City,41843,309227,80165,2.58,34.1,Oklahoma,Asian,631263,OK,322036
14050,Amarillo,11008,99391,21124,2.64,33.8,Texas,Black or African-American,199651,TX,100260
71391,South Bend,3708,50483,8779,2.719999999999999,32.4,Indiana,White,103757,IN,53274
8940,Birmingham,13212,102122,8258,2.21,35.6,Alabama,Hispanic or Latino,214911,AL,112789
14735,Boca Raton,4367,44760,21117,2.22,47.3,Florida,Hispanic or Latino,93226,FL,48466
28148,Fort Lauderdale,8897,93948,47582,2.38,42.8,Florida,Hispanic or Latino,178587,FL,84639
165423,Oxnard,6367,101906,78678,4.08,31.0,California,White,207252,CA,105346
62927,Somerville,2103,41028,22292,2.43,31.0,Massachusetts,White,80334,MA,39306
2252,Odessa,5509,61119,15845,2.92,31.2,Texas,Asian,118980,TX,57861
156522,Chula Vista,12368,131485,82710,3.32,34.6,California,Hispanic or Latino,265754,CA,134269
63516,Omaha,24503,218789,48263,2.47,34.2,Nebraska,Hispanic or Latino,443887,NE,225098
3187,Lexington-Fayette  county,16661,154032,28613,2.34,34.4,Kentucky,American Indian and Alaska Native,314488,KY,160456
44172,Yakima,4705,45147,15717,2.74,34.0,Washington,Hispanic or Latino,93700,WA,48553
1503,Wichita Falls,7800,55775,9855,2.41,34.0,Texas,American Indian and Alaska Native,104709,TX,48934
10887,Huntsville,16637,91764,12691,2.18,38.1,Alabama,Hispanic or Latino,189114,AL,97350
44543,Chino,4186,50989,18666,3.62,36.5,California,White,85599,CA,34610
3100,Beaverton,4645,47325,18933,2.46,35.6,Oregon,Black or African-American,96577,OR,49252
1193,Wilmington,3063,32680,3336,2.45,36.4,Delaware,Asian,71957,DE,39277
1891,El Cajon,7103,54450,31865,3.14,32.7,California,American Indian and Alaska Native,103688,CA,49238
4686,Union City,705,35376,40553,2.85,35.4,New Jersey,Black or African-American,69149,NJ,33773
2646,Flagstaff,3667,33224,4262,2.55,23.9,Arizona,Asian,70317,AZ,37093
1649,Saint George,4443,38732,4824,2.81,37.3,Utah,Asian,80207,UT,41475
924,Yakima,4705,45147,15717,2.74,34.0,Washington,Black or African-American,93700,WA,48553
5328,Cedar Rapids,7823,63109,5404,2.32,36.2,Iowa,Hispanic or Latino,130405,IA,67296
5993,Framingham,2625,35442,19070,2.49,40.3,Massachusetts,Asian,71210,MA,35768
3314,Cape Coral,14446,85626,24185,2.85,45.0,Florida,Asian,175230,FL,89604
7100,Lee's Summit,6624,48353,3803,2.68,36.8,Missouri,Black or African-American,95068,MO,46715
462306,Oklahoma City,41843,309227,80165,2.58,34.1,Oklahoma,White,631263,OK,322036
5575,McAllen,4356,68332,37691,3.19,32.3,Texas,Asian,140253,TX,71921
204302,Madison,9707,122596,30090,2.23,30.7,Wisconsin,White,248956,WI,126360
1134,Odessa,5509,61119,15845,2.92,31.2,Texas,American Indian and Alaska Native,118980,TX,57861
3942,Toledo,15286,135455,9257,2.29,36.1,Ohio,American Indian and Alaska Native,279778,OH,144323
77979,Asheville,4973,42100,6630,2.18,37.9,North Carolina,White,88507,NC,46407
713,North Little Rock,4130,31671,2787,2.62,33.6,Arkansas,American Indian and Alaska Native,66506,AR,34835
10045,Spokane,18044,102756,13253,2.34,36.6,Washington,Black or African-American,213267,WA,110511
75318,Fresno,18410,256130,103453,3.12,30.0,California,Asian,520072,CA,263942
18215,Racine,4650,39314,4403,2.56,33.7,Wisconsin,Hispanic or Latino,77737,WI,38423
1668,Fullerton,5394,69549,43404,2.969999999999999,34.5,California,American Indian and Alaska Native,140849,CA,71300
10923,Carrollton,5720,66928,35327,2.7800000000000002,36.9,Texas,Black or African-American,133146,TX,66218
6556,Lafayette,5206,64018,5396,2.54,31.7,Louisiana,Hispanic or Latino,127661,LA,63643
2084,Gresham,6326,53866,17860,2.67,36.7,Oregon,American Indian and Alaska Native,110582,OR,56716
15129,Norwalk,2877,40880,22328,2.7,42.4,Connecticut,Black or African-American,88483,CT,47603
353417,Omaha,24503,218789,48263,2.47,34.2,Nebraska,White,443887,NE,225098
69857,Roswell,3325,48637,16501,2.7,38.8,Georgia,White,94496,GA,45859
29790,Menifee,6821,42866,12481,3.06,37.1,California,Hispanic or Latino,87163,CA,44297
17616,Yorba Linda,3171,31960,15532,3.0,45.5,California,Asian,67966,CA,36006
19582,Livermore,3063,41522,13959,2.91,36.7,California,Hispanic or Latino,88117,CA,46595
5349,Edmond,5006,45191,5585,2.68,32.5,Oklahoma,Asian,90090,OK,44899
4070,Saint Charles,4371,32054,5274,2.33,34.9,Missouri,Hispanic or Latino,68801,MO,36747
20564,Erie,7093,48618,6275,2.31,35.3,Pennsylvania,Black or African-American,99470,PA,50852
1712,Hesperia,3739,43588,16667,3.52,29.4,California,American Indian and Alaska Native,93286,CA,49698
207274,Baltimore,29540,294027,49857,2.51,34.7,Maryland,White,621849,MD,327822
77049,O'Fallon,5783,41762,3269,2.77,36.0,Missouri,White,85032,MO,43270
3503,Whittier,2790,44397,17145,3.11,36.1,California,Asian,87436,CA,43039
11316,College Station,2471,54125,16145,2.52,22.9,Texas,Black or African-American,107899,TX,53774
2710,Layton,3811,37748,4268,3.24,29.5,Utah,Black or African-American,74142,UT,36394
33222,Abilene,9367,65212,8129,2.64,31.3,Texas,Hispanic or Latino,125876,TX,60664
2499,Muncie,2968,32446,1062,2.35,27.4,Indiana,Hispanic or Latino,69701,IN,37255
103853,Roseville,8386,62591,18161,2.719999999999999,38.4,California,White,130282,CA,67691
188325,Toledo,15286,135455,9257,2.29,36.1,Ohio,White,279778,OH,144323
1239,Medford,6632,39606,6185,2.65,38.6,Oregon,American Indian and Alaska Native,79795,OR,40189
211322,Gilbert,10817,116711,24531,3.2,33.2,Arizona,White,247523,AZ,130812
6140,Cleveland,19849,186436,18830,2.24,36.0,Ohio,American Indian and Alaska Native,388059,OH,201623
5110,Spokane Valley,7984,49933,4199,2.39,36.0,Washington,Hispanic or Latino,94908,WA,44975
40585,Waco,10716,63452,14235,2.5700000000000003,29.3,Texas,Hispanic or Latino,132342,TX,68890
4636,Tempe,7058,91350,26620,2.44,28.8,Arizona,American Indian and Alaska Native,175826,AZ,84476
11301,Concord,4621,42732,8847,2.719999999999999,35.7,North Carolina,Hispanic or Latino,87693,NC,44961
8979,Ames,2265,33814,8606,2.16,23.0,Iowa,Asian,65052,IA,31238
3597,Canton,3404,34476,2204,2.32,33.4,Ohio,Hispanic or Latino,71895,OH,37419
9266,Pittsburgh,17728,149690,28187,2.13,32.9,Pennsylvania,Hispanic or Latino,304385,PA,154695
2789,Rancho Cucamonga,5821,88127,33878,3.18,34.5,California,American Indian and Alaska Native,175232,CA,87105
21234,Fort Wayne,13539,124815,19146,2.45,34.7,Indiana,Hispanic or Latino,258144,IN,133329
1179,Sunnyvale,3900,79480,71441,2.74,35.7,California,American Indian and Alaska Native,151760,CA,72280
1042,North Charleston,9651,56549,8789,2.8200000000000003,30.7,South Carolina,American Indian and Alaska Native,111864,SC,55315
16690,Lake Forest,3748,41515,20784,2.76,40.3,California,Asian,82497,CA,40982
60793,Riverview,6943,44210,12240,3.22,32.2,Florida,White,89746,FL,45536
10421,San Clemente,3970,34076,8109,2.64,45.2,California,Hispanic or Latino,65532,CA,31456
3954,Plantation,4037,42881,27902,2.73,40.6,Florida,Asian,92555,FL,49674
120282,Olathe,6042,65046,11913,2.969999999999999,33.0,Kansas,White,134316,KS,69270
23151,San Mateo,2730,50966,34957,2.64,39.3,California,Hispanic or Latino,103524,CA,52558
10017,Newport Beach,4847,43161,15318,2.4,46.8,California,Asian,87131,CA,43970
7508,Lubbock,10588,122320,14226,2.61,29.2,Texas,Asian,249051,TX,126731
851,Pearland,5621,52336,16882,3.0,33.9,Texas,American Indian and Alaska Native,111665,TX,59329
23499,Roseville,8386,62591,18161,2.719999999999999,38.4,California,Hispanic or Latino,130282,CA,67691
59742,Bryan,3602,41761,12014,2.55,29.4,Texas,White,82106,TX,40345
1905,Alhambra,1673,42184,44441,2.89,41.0,California,Black or African-American,85572,CA,43388
38715,Virginia Beach,54995,222684,38360,2.61,35.4,Virginia,Asian,452745,VA,230061
8051,Edmond,5006,45191,5585,2.68,32.5,Oklahoma,American Indian and Alaska Native,90090,OK,44899
24689,Tucson,38182,264893,82220,2.45,33.6,Arizona,Asian,531674,AZ,266781
58251,Renton,5032,52779,28962,2.5700000000000003,36.3,Washington,White,100247,WA,47468
5777,Lawrence,2986,45592,8701,2.5300000000000002,27.4,Kansas,Black or African-American,93916,KS,48324
143702,Grand Rapids,8972,95669,19176,2.56,32.1,Michigan,White,195099,MI,99430
10123,Layton,3811,37748,4268,3.24,29.5,Utah,Hispanic or Latino,74142,UT,36394
338232,Miami,7233,215840,260789,2.5,40.4,Florida,White,440989,FL,225149
7821,Bethlehem,4704,35861,6295,2.46,35.1,Pennsylvania,Black or African-American,74367,PA,38506
91125,Spokane Valley,7984,49933,4199,2.39,36.0,Washington,White,94908,WA,44975
11124,Orlando,12782,130940,50558,2.42,33.1,Florida,Asian,270917,FL,139977
24519,Rancho Cucamonga,5821,88127,33878,3.18,34.5,California,Asian,175232,CA,87105
46704,Upland,2898,36226,16552,2.77,39.7,California,White,76447,CA,40221
77439,Sacramento,19698,237724,112579,2.73,33.7,California,Black or African-American,490715,CA,252991
4541,Vancouver,12391,82958,21748,2.49,37.2,Washington,American Indian and Alaska Native,172853,WA,89895
14245,Lansing,5327,54333,8371,2.39,31.4,Michigan,Hispanic or Latino,114110,MI,59777
285402,Washington,25963,319705,95117,2.24,33.8,District of Columbia,White,672228,DC,352523
13970,Rancho Cordova,4590,34844,17020,2.86,33.8,California,Hispanic or Latino,71026,CA,36182
77968,Providence,4933,89090,53532,2.719999999999999,29.9,Rhode Island,Hispanic or Latino,179204,RI,90114
2487,South Jordan,2595,33669,6142,3.61,33.8,Utah,Asian,66639,UT,32970
3638,Torrance,8459,73209,43096,2.7,41.2,California,American Indian and Alaska Native,148468,CA,75259
37683,Trenton,2604,42581,20428,3.04,33.3,New Jersey,White,84231,NJ,41650
608,Pleasanton,2424,36662,23208,2.87,41.3,California,American Indian and Alaska Native,79519,CA,42857
18296,Southfield,4035,31369,4011,2.27,41.6,Michigan,White,73177,MI,41808
548,San Angelo,8412,49669,7859,2.5,32.8,Texas,American Indian and Alaska Native,100413,TX,50744
323,Bolingbrook,2951,36295,15212,3.42,33.7,Illinois,American Indian and Alaska Native,72096,IL,35801
7240,Roswell,3325,48637,16501,2.7,38.8,Georgia,Asian,94496,GA,45859
1755,Huntsville,16637,91764,12691,2.18,38.1,Alabama,American Indian and Alaska Native,189114,AL,97350
87383,Livonia,5397,45369,7175,2.52,47.4,Michigan,White,94633,MI,49264
575180,Fort Worth,39182,414126,143404,2.88,32.6,Texas,White,836969,TX,422843
2120,Tracy,3025,43156,25410,3.42,35.5,California,American Indian and Alaska Native,87093,CA,43937
432447,Nashville,27942,314231,88193,2.39,34.1,Tennessee,White,654596,TN,340365
